"nuts2_code,""year"",""fertility"",""density"",""GWP"",""NO2+Mean(pollutant_av)"",""O3+Mean(pollutant_av)"",""PM2.5+Mean(pollutant_av)"""
"ES43,2017,1.28931,26.2,""164,91924"",12.8,6575.2,10.1"
"ES43,2017,1.28931,26.2,""210,066555"",12.8,6575.2,10.1"
"ES43,2017,1.28931,26.2,""3030,079792"",12.8,6575.2,10.1"
"ES43,2017,1.28931,26.2,""3607,848412"",12.8,6575.2,10.1"
"ES43,2017,1.28931,26.2,""80,65588709"",12.8,6575.2,10.1"
"ES43,2017,1.28931,26.2,""853,4979054"",12.8,6575.2,10.1"
"ES43,2017,1.28931,26.2,""875,8984255"",12.8,6575.2,10.1"
"ES43,2018,1.21358,26.1,""175,1564965"",11.9,6152.1,6.2"
"ES43,2018,1.21358,26.1,""224,1212479"",11.9,6152.1,6.2"
"ES43,2018,1.21358,26.1,""3008,701574"",11.9,6152.1,6.2"
"ES43,2018,1.21358,26.1,""3640,048023"",11.9,6152.1,6.2"
"ES43,2018,1.21358,26.1,""77,61488746"",11.9,6152.1,6.2"
"ES43,2018,1.21358,26.1,""855,9750682"",11.9,6152.1,6.2"
"ES43,2018,1.21358,26.1,""877,3185773"",11.9,6152.1,6.2"
"ES43,2019,1.2167,26,""176,7402339"",10.6,6242.9,5.5"
"ES43,2019,1.2167,26,""217,5252142"",10.6,6242.9,5.5"
"ES43,2019,1.2167,26,""2985,38293"",10.6,6242.9,5.5"
"ES43,2019,1.2167,26,""3674,961102"",10.6,6242.9,5.5"
"ES43,2019,1.2167,26,""72,08448537"",10.6,6242.9,5.5"
"ES43,2019,1.2167,26,""821,7705885"",10.6,6242.9,5.5"
"ES43,2019,1.2167,26,""862,8233466"",10.6,6242.9,5.5"
"ES51,2017,1.36858,233.5,""11420,97567"",28.2,4717.3,13.2"
"ES51,2017,1.36858,233.5,""2445,243407"",28.2,4717.3,13.2"
"ES51,2017,1.36858,233.5,""5013,294562"",28.2,4717.3,13.2"
"ES51,2017,1.36858,233.5,""5048,242269"",28.2,4717.3,13.2"
"ES51,2017,1.36858,233.5,""67,35112836"",28.2,4717.3,13.2"
"ES51,2017,1.36858,233.5,""7665,054957"",28.2,4717.3,13.2"
"ES51,2017,1.36858,233.5,""8563,736491"",28.2,4717.3,13.2"
"ES51,2018,1.30934,235.5,""11351,09047"",26.2,5132.9,12.4"
"ES51,2018,1.30934,235.5,""2478,594745"",26.2,5132.9,12.4"
"ES51,2018,1.30934,235.5,""4736,217927"",26.2,5132.9,12.4"
"ES51,2018,1.30934,235.5,""5458,509036"",26.2,5132.9,12.4"
"ES51,2018,1.30934,235.5,""64,81176311"",26.2,5132.9,12.4"
"ES51,2018,1.30934,235.5,""7818,787135"",26.2,5132.9,12.4"
"ES51,2018,1.30934,235.5,""8634,329981"",26.2,5132.9,12.4"
"ES51,2019,1.26909,238.1,""11125,72167"",25.2,5376.9,13.1"
"ES51,2019,1.26909,238.1,""2412,445841"",25.2,5376.9,13.1"
"ES51,2019,1.26909,238.1,""5181,088465"",25.2,5376.9,13.1"
"ES51,2019,1.26909,238.1,""5837,808096"",25.2,5376.9,13.1"
"ES51,2019,1.26909,238.1,""60,19363995"",25.2,5376.9,13.1"
"ES51,2019,1.26909,238.1,""7884,360834"",25.2,5376.9,13.1"
"ES51,2019,1.26909,238.1,""8715,426902"",25.2,5376.9,13.1"
"ES52,2017,1.29225,213.6,""1267,738101"",19.4,6211,10.5"
"ES52,2017,1.29225,213.6,""2096,628125"",19.4,6211,10.5"
"ES52,2017,1.29225,213.6,""2959,311197"",19.4,6211,10.5"
"ES52,2017,1.29225,213.6,""3250,779914"",19.4,6211,10.5"
"ES52,2017,1.29225,213.6,""40,85935829"",19.4,6211,10.5"
"ES52,2017,1.29225,213.6,""6700,190487"",19.4,6211,10.5"
"ES52,2017,1.29225,213.6,""8658,912958"",19.4,6211,10.5"
"ES52,2018,1.23939,214.4,""1283,054974"",17.9,6711.8,9.4"
"ES52,2018,1.23939,214.4,""2154,807737"",17.9,6711.8,9.4"
"ES52,2018,1.23939,214.4,""2756,188847"",17.9,6711.8,9.4"
"ES52,2018,1.23939,214.4,""3424,06661"",17.9,6711.8,9.4"
"ES52,2018,1.23939,214.4,""39,31882234"",17.9,6711.8,9.4"
"ES52,2018,1.23939,214.4,""6756,48659"",17.9,6711.8,9.4"
"ES52,2018,1.23939,214.4,""8715,050813"",17.9,6711.8,9.4"
"ES52,2019,1.23134,216.2,""1285,508837"",16.9,6415.7,10.3"
"ES52,2019,1.23134,216.2,""2086,208102"",16.9,6415.7,10.3"
"ES52,2019,1.23134,216.2,""3267,284929"",16.9,6415.7,10.3"
"ES52,2019,1.23134,216.2,""36,51718332"",16.9,6415.7,10.3"
"ES52,2019,1.23134,216.2,""3606,753209"",16.9,6415.7,10.3"
"ES52,2019,1.23134,216.2,""6820,438813"",16.9,6415.7,10.3"
"ES52,2019,1.23134,216.2,""8582,726327"",16.9,6415.7,10.3"
"ES53,2017,1.24946,233,""1830,160448"",13.2,6460.1,8.7"
"ES53,2017,1.24946,233,""184,0497591"",13.2,6460.1,8.7"
"ES53,2017,1.24946,233,""3948,613206"",13.2,6460.1,8.7"
"ES53,2017,1.24946,233,""583,9301875"",13.2,6460.1,8.7"
"ES53,2017,1.24946,233,""782,7938591"",13.2,6460.1,8.7"
"ES53,2017,1.24946,233,""862,0103466"",13.2,6460.1,8.7"
"ES53,2017,1.24946,233,""9,503251681"",13.2,6460.1,8.7"
"ES53,2018,1.24665,236.8,""184,4224401"",15.7,5633.3,8.9"
"ES53,2018,1.24665,236.8,""1845,263207"",15.7,5633.3,8.9"
"ES53,2018,1.24665,236.8,""3353,528817"",15.7,5633.3,8.9"
"ES53,2018,1.24665,236.8,""575,0021662"",15.7,5633.3,8.9"
"ES53,2018,1.24665,236.8,""855,0353962"",15.7,5633.3,8.9"
"ES53,2018,1.24665,236.8,""863,5115211"",15.7,5633.3,8.9"
"ES53,2018,1.24665,236.8,""9,144946963"",15.7,5633.3,8.9"
"ES53,2019,1.17358,241.2,""181,405516"",13.3,6174.5,9.9"
"ES53,2019,1.17358,241.2,""1862,624143"",13.3,6174.5,9.9"
"ES53,2019,1.17358,241.2,""2468,187129"",13.3,6174.5,9.9"
"ES53,2019,1.17358,241.2,""566,9641204"",13.3,6174.5,9.9"
"ES53,2019,1.17358,241.2,""8,493329272"",13.3,6174.5,9.9"
"ES53,2019,1.17358,241.2,""822,4894313"",13.3,6174.5,9.9"
"ES53,2019,1.17358,241.2,""849,0550562"",13.3,6174.5,9.9"
"ES61,2017,1.35638,96.9,""12002,2149"",19.2,7572.5,15"
"ES61,2017,1.35638,96.9,""14698,43605"",19.2,7572.5,15"
"ES61,2017,1.35638,96.9,""151,6527464"",19.2,7572.5,15"
"ES61,2017,1.35638,96.9,""18194,51745"",19.2,7572.5,15"
"ES61,2017,1.35638,96.9,""5232,358416"",19.2,7572.5,15"
"ES61,2017,1.35638,96.9,""5362,8821"",19.2,7572.5,15"
"ES61,2017,1.35638,96.9,""5665,281459"",19.2,7572.5,15"
"ES61,2018,1.31519,97,""12105,8682"",16.2,7026,10.6"
"ES61,2018,1.31519,97,""12810,37128"",16.2,7026,10.6"
"ES61,2018,1.31519,97,""145,9349252"",16.2,7026,10.6"
"ES61,2018,1.31519,97,""17981,69084"",16.2,7026,10.6"
"ES61,2018,1.31519,97,""5235,304931"",16.2,7026,10.6"
"ES61,2018,1.31519,97,""5520,508823"",16.2,7026,10.6"
"ES61,2018,1.31519,97,""5931,837777"",16.2,7026,10.6"
"ES61,2019,1.30586,97.4,""10391,61676"",15.8,7196,11.3"
"ES61,2019,1.30586,97.4,""12221,01371"",15.8,7196,11.3"
"ES61,2019,1.30586,97.4,""135,5364199"",15.8,7196,11.3"
"ES61,2019,1.30586,97.4,""17790,70088"",15.8,7196,11.3"
"ES61,2019,1.30586,97.4,""5190,400953"",15.8,7196,11.3"
"ES61,2019,1.30586,97.4,""5351,015562"",15.8,7196,11.3"
"ES61,2019,1.30586,97.4,""5607,564132"",15.8,7196,11.3"
"ES62,2017,1.54678,130.4,""1043,321704"",18.8,7480.1,11.9"
"ES62,2017,1.54678,130.4,""1322,841532"",18.8,7480.1,11.9"
"ES62,2017,1.54678,130.4,""18,26809904"",18.8,7480.1,11.9"
"ES62,2017,1.54678,130.4,""2585,909259"",18.8,7480.1,11.9"
"ES62,2017,1.54678,130.4,""2795,977507"",18.8,7480.1,11.9"
"ES62,2017,1.54678,130.4,""4707,344513"",18.8,7480.1,11.9"
"ES62,2017,1.54678,130.4,""826,7210503"",18.8,7480.1,11.9"
"ES62,2018,1.52629,131.1,""1115,476889"",15.9,7651,10.1"
"ES62,2018,1.52629,131.1,""1343,689646"",15.9,7651,10.1"
"ES62,2018,1.52629,131.1,""17,57932994"",15.9,7651,10.1"
"ES62,2018,1.52629,131.1,""2283,581686"",15.9,7651,10.1"
"ES62,2018,1.52629,131.1,""2820,476415"",15.9,7651,10.1"
"ES62,2018,1.52629,131.1,""4675,903067"",15.9,7651,10.1"
"ES62,2018,1.52629,131.1,""854,8772039"",15.9,7651,10.1"
"ES62,2019,1.49064,132.4,""1075,340176"",14.5,6984,11.6"
"ES62,2019,1.49064,132.4,""1347,761595"",14.5,6984,11.6"
"ES62,2019,1.49064,132.4,""16,32672537"",14.5,6984,11.6"
"ES62,2019,1.49064,132.4,""2847,54575"",14.5,6984,11.6"
"ES62,2019,1.49064,132.4,""3292,146866"",14.5,6984,11.6"
"ES62,2019,1.49064,132.4,""4599,032685"",14.5,6984,11.6"
"ES62,2019,1.49064,132.4,""829,2055261"",14.5,6984,11.6"
"ES63,2017,1.79543,4256.1,""0,055517274"",22.7,6210.6,13.8"
"ES63,2017,1.79543,4256.1,""0,985476263"",22.7,6210.6,13.8"
"ES63,2017,1.79543,4256.1,""14,39815085"",22.7,6210.6,13.8"
"ES63,2017,1.79543,4256.1,""188,9325309"",22.7,6210.6,13.8"
"ES63,2017,1.79543,4256.1,""45,07047194"",22.7,6210.6,13.8"
"ES63,2017,1.79543,4256.1,""8,494720763"",22.7,6210.6,13.8"
"ES63,2018,1.68002,4251,""0,053424085"",14.1,6029.8,11.1"
"ES63,2018,1.68002,4251,""0,95874508"",14.1,6029.8,11.1"
"ES63,2018,1.68002,4251,""13,53151784"",14.1,6029.8,11.1"
"ES63,2018,1.68002,4251,""167,4159036"",14.1,6029.8,11.1"
"ES63,2018,1.68002,4251,""47,24299456"",14.1,6029.8,11.1"
"ES63,2018,1.68002,4251,""8,771489184"",14.1,6029.8,11.1"
"ES63,2019,1.48046,4222.9,""0,049617384"",17,5917.9,8.7"
"ES63,2019,1.48046,4222.9,""0,951947388"",17,5917.9,8.7"
"ES63,2019,1.48046,4222.9,""13,6819299"",17,5917.9,8.7"
"ES63,2019,1.48046,4222.9,""142,374379"",17,5917.9,8.7"
"ES63,2019,1.48046,4222.9,""43,84969845"",17,5917.9,8.7"
"ES63,2019,1.48046,4222.9,""8,518384731"",17,5917.9,8.7"
"ES64,2017,2.2558,6059.1,""0,038278173"",13,7076.4,12.6"
"ES64,2017,2.2558,6059.1,""0,41142731"",13,7076.4,12.6"
"ES64,2017,2.2558,6059.1,""15,4102331"",13,7076.4,12.6"
"ES64,2017,2.2558,6059.1,""51,85636683"",13,7076.4,12.6"
"ES64,2017,2.2558,6059.1,""81,94663992"",13,7076.4,12.6"
"ES64,2017,2.2558,6059.1,""9,131954372"",13,7076.4,12.6"
"ES64,2018,2.26992,6049.9,""0,036834956"",21.9,4822,14.2"
"ES64,2018,2.26992,6049.9,""0,409099089"",21.9,4822,14.2"
"ES64,2018,2.26992,6049.9,""14,27237974"",21.9,4822,14.2"
"ES64,2018,2.26992,6049.9,""53,90167791"",21.9,4822,14.2"
"ES64,2018,2.26992,6049.9,""72,61412686"",21.9,4822,14.2"
"ES64,2018,2.26992,6049.9,""9,237408095"",21.9,4822,14.2"
"ES64,2019,2.0991,6041.5,""0,034210304"",16.5,5478.6,11.7"
"ES64,2019,2.0991,6041.5,""0,404019932"",16.5,5478.6,11.7"
"ES64,2019,2.0991,6041.5,""14,45374641"",16.5,5478.6,11.7"
"ES64,2019,2.0991,6041.5,""50,77536067"",16.5,5478.6,11.7"
"ES64,2019,2.0991,6041.5,""61,75274268"",16.5,5478.6,11.7"
"ES64,2019,2.0991,6041.5,""8,970859385"",16.5,5478.6,11.7"
"FI19,2017,1.54,23.7,""1257,450956"",7.2,1262.6,3.6"
"FI19,2017,1.54,23.7,""1365,772459"",7.2,1262.6,3.6"
"FI19,2017,1.54,23.7,""1968,327797"",7.2,1262.6,3.6"
"FI19,2017,1.54,23.7,""2423,753881"",7.2,1262.6,3.6"
"FI19,2017,1.54,23.7,""2670,199212"",7.2,1262.6,3.6"
"FI19,2017,1.54,23.7,""64,84973885"",7.2,1262.6,3.6"
"FI19,2017,1.54,23.7,""7672,394287"",7.2,1262.6,3.6"
"FI19,2018,1.44,23.7,""1266,375063"",7.4,2438.2,5.1"
"FI19,2018,1.44,23.7,""1295,756332"",7.4,2438.2,5.1"
"FI19,2018,1.44,23.7,""1920,944666"",7.4,2438.2,5.1"
"FI19,2018,1.44,23.7,""2370,259207"",7.4,2438.2,5.1"
"FI19,2018,1.44,23.7,""2715,242949"",7.4,2438.2,5.1"
"FI19,2018,1.44,23.7,""66,6833637"",7.4,2438.2,5.1"
"FI19,2018,1.44,23.7,""6762,849404"",7.4,2438.2,5.1"
"FI19,2019,1.4,23.7,""1234,54139"",6.8,2400.6,4.3"
"FI19,2019,1.4,23.7,""1320,184875"",6.8,2400.6,4.3"
"FI19,2019,1.4,23.7,""1922,339744"",6.8,2400.6,4.3"
"FI19,2019,1.4,23.7,""2266,177351"",6.8,2400.6,4.3"
"FI19,2019,1.4,23.7,""2617,511623"",6.8,2400.6,4.3"
"FI19,2019,1.4,23.7,""5820,428541"",6.8,2400.6,4.3"
"FI19,2019,1.4,23.7,""65,57281086"",6.8,2400.6,4.3"
"FI1B,2017,1.38,181,""11,4687233"",9.8,1121,5.6"
"FI1B,2017,1.38,181,""1128,998717"",9.8,1121,5.6"
"FI1B,2017,1.38,181,""1511,80388"",9.8,1121,5.6"
"FI1B,2017,1.38,181,""208,6362521"",9.8,1121,5.6"
"FI1B,2017,1.38,181,""3721,110112"",9.8,1121,5.6"
"FI1B,2017,1.38,181,""5455,128512"",9.8,1121,5.6"
"FI1B,2017,1.38,181,""843,2236298"",9.8,1121,5.6"
"FI1B,2018,1.33,182.8,""1092,251685"",12,2301.1,7.6"
"FI1B,2018,1.33,182.8,""11,79300118"",12,2301.1,7.6"
"FI1B,2018,1.33,182.8,""1536,203142"",12,2301.1,7.6"
"FI1B,2018,1.33,182.8,""206,8693576"",12,2301.1,7.6"
"FI1B,2018,1.33,182.8,""3559,798467"",12,2301.1,7.6"
"FI1B,2018,1.33,182.8,""6799,186877"",12,2301.1,7.6"
"FI1B,2018,1.33,182.8,""856,0143925"",12,2301.1,7.6"
"FI1B,2019,1.28,184.7,""1093,744858"",11.6,2218.7,5.9"
"FI1B,2019,1.28,184.7,""11,59659911"",11.6,2218.7,5.9"
"FI1B,2019,1.28,184.7,""1481,428175"",11.6,2218.7,5.9"
"FI1B,2019,1.28,184.7,""205,9703511"",11.6,2218.7,5.9"
"FI1B,2019,1.28,184.7,""3628,499188"",11.6,2218.7,5.9"
"FI1B,2019,1.28,184.7,""5778,021015"",11.6,2218.7,5.9"
"FI1B,2019,1.28,184.7,""836,762622"",11.6,2218.7,5.9"
"FI1C,2017,1.47,36.8,""1089,386279"",7,1218.5,4.4"
"FI1C,2017,1.47,36.8,""1680,505054"",7,1218.5,4.4"
"FI1C,2017,1.47,36.8,""2100,294366"",7,1218.5,4.4"
"FI1C,2017,1.47,36.8,""3798,826267"",7,1218.5,4.4"
"FI1C,2017,1.47,36.8,""42,15817242"",7,1218.5,4.4"
"FI1C,2017,1.47,36.8,""6558,429061"",7,1218.5,4.4"
"FI1C,2017,1.47,36.8,""969,5388458"",7,1218.5,4.4"
"FI1C,2018,1.36,36.7,""1026,243723"",8.5,2438.8,6.2"
"FI1C,2018,1.36,36.7,""1646,851413"",8.5,2438.8,6.2"
"FI1C,2018,1.36,36.7,""2135,159902"",8.5,2438.8,6.2"
"FI1C,2018,1.36,36.7,""43,35019376"",8.5,2438.8,6.2"
"FI1C,2018,1.36,36.7,""4650,230553"",8.5,2438.8,6.2"
"FI1C,2018,1.36,36.7,""6204,257463"",8.5,2438.8,6.2"
"FI1C,2018,1.36,36.7,""972,8495421"",8.5,2438.8,6.2"
"FI1C,2019,1.3,36.6,""1043,444833"",8.3,2528.9,5.1"
"FI1C,2019,1.3,36.6,""1647,556613"",8.3,2528.9,5.1"
"FI1C,2019,1.3,36.6,""2058,636901"",8.3,2528.9,5.1"
"FI1C,2019,1.3,36.6,""4050,609053"",8.3,2528.9,5.1"
"FI1C,2019,1.3,36.6,""42,62823436"",8.3,2528.9,5.1"
"FI1C,2019,1.3,36.6,""5623,721936"",8.3,2528.9,5.1"
"FI1C,2019,1.3,36.6,""952,9777409"",8.3,2528.9,5.1"
"FI1D,2017,1.63,6.4,""1054,097354"",6.2,985.1,3.7"
"FI1D,2017,1.63,6.4,""1316,608732"",6.2,985.1,3.7"
"FI1D,2017,1.63,6.4,""134,0584698"",6.2,985.1,3.7"
"FI1D,2017,1.63,6.4,""4289,534191"",6.2,985.1,3.7"
"FI1D,2017,1.63,6.4,""4578,163838"",6.2,985.1,3.7"
"FI1D,2017,1.63,6.4,""583,0251462"",6.2,985.1,3.7"
"FI1D,2017,1.63,6.4,""792,6860866"",6.2,985.1,3.7"
"FI1D,2018,1.53,6.3,""1038,968841"",6.3,2206.8,4.6"
"FI1D,2018,1.53,6.3,""1225,700762"",6.3,2206.8,4.6"
"FI1D,2018,1.53,6.3,""137,8489699"",6.3,2206.8,4.6"
"FI1D,2018,1.53,6.3,""4659,652834"",6.3,2206.8,4.6"
"FI1D,2018,1.53,6.3,""5020,51554"",6.3,2206.8,4.6"
"FI1D,2018,1.53,6.3,""623,4725813"",6.3,2206.8,4.6"
"FI1D,2018,1.53,6.3,""790,6546099"",6.3,2206.8,4.6"
"FI1D,2019,1.44,6.3,""1047,972697"",5.8,2028.9,4.4"
"FI1D,2019,1.44,6.3,""1257,873144"",5.8,2028.9,4.4"
"FI1D,2019,1.44,6.3,""135,5532164"",5.8,2028.9,4.4"
"FI1D,2019,1.44,6.3,""4487,809259"",5.8,2028.9,4.4"
"FI1D,2019,1.44,6.3,""5166,179747"",5.8,2028.9,4.4"
"FI1D,2019,1.44,6.3,""580,5362483"",5.8,2028.9,4.4"
"FI1D,2019,1.44,6.3,""771,5911236"",5.8,2028.9,4.4"
"FI20,2017,1.68,18.9,""11,51151093"",0.4,1921.5,3.2"
"FI20,2017,1.68,18.9,""14,22313755"",0.4,1921.5,3.2"
"FI20,2017,1.68,18.9,""20,95857596"",0.4,1921.5,3.2"
"FI20,2017,1.68,18.9,""36,40235526"",0.4,1921.5,3.2"
"FI20,2018,1.66,19.1,""11,23968344"",0.4,3256.2,4.1"
"FI20,2018,1.66,19.1,""14,29882509"",0.4,3256.2,4.1"
"FI20,2018,1.66,19.1,""21,06274579"",0.4,3256.2,4.1"
"FI20,2018,1.66,19.1,""34,27240854"",0.4,3256.2,4.1"
"FI20,2019,1.57,19.2,""10,80701558"",0.7,3459.6,3.5"
"FI20,2019,1.57,19.2,""13,95020137"",0.7,3459.6,3.5"
"FI20,2019,1.57,19.2,""20,81884638"",0.7,3459.6,3.5"
"FI20,2019,1.57,19.2,""35,33631674"",0.7,3459.6,3.5"
"FR10,2017,1.95,1020.3,""1240,418608"",29.8,2303.6,12.5"
"FR10,2017,1.95,1020.3,""13831,73652"",29.8,2303.6,12.5"
"FR10,2017,1.95,1020.3,""25,33361939"",29.8,2303.6,12.5"
"FR10,2017,1.95,1020.3,""3380,887373"",29.8,2303.6,12.5"
"FR10,2017,1.95,1020.3,""4702,995932"",29.8,2303.6,12.5"
"FR10,2017,1.95,1020.3,""7493,186472"",29.8,2303.6,12.5"
"FR10,2017,1.95,1020.3,""7513,686066"",29.8,2303.6,12.5"
"FR10,2018,1.94,1023.5,""1201,549225"",28.2,4057.8,13"
"FR10,2018,1.94,1023.5,""13076,64629"",28.2,4057.8,13"
"FR10,2018,1.94,1023.5,""23,64197494"",28.2,4057.8,13"
"FR10,2018,1.94,1023.5,""3264,402878"",28.2,4057.8,13"
"FR10,2018,1.94,1023.5,""3469,613486"",28.2,4057.8,13"
"FR10,2018,1.94,1023.5,""7289,378331"",28.2,4057.8,13"
"FR10,2018,1.94,1023.5,""7757,809228"",28.2,4057.8,13"
"FR10,2019,1.93797,1026.8,""1197,051598"",26.7,3410.7,11.2"
"FR10,2019,1.93797,1026.8,""12764,52281"",26.7,3410.7,11.2"
"FR10,2019,1.93797,1026.8,""22,92761128"",26.7,3410.7,11.2"
"FR10,2019,1.93797,1026.8,""3310,32616"",26.7,3410.7,11.2"
"FR10,2019,1.93797,1026.8,""3697,924649"",26.7,3410.7,11.2"
"FR10,2019,1.93797,1026.8,""7253,911068"",26.7,3410.7,11.2"
"FR10,2019,1.93797,1026.8,""7347,750687"",26.7,3410.7,11.2"
"FRB0,2017,1.88,65.6,""3195,789534"",9.9,3432.6,9.3"
"FRB0,2017,1.88,65.6,""3428,391335"",9.9,3432.6,9.3"
"FRB0,2017,1.88,65.6,""4689,501906"",9.9,3432.6,9.3"
"FRB0,2017,1.88,65.6,""74,18482255"",9.9,3432.6,9.3"
"FRB0,2017,1.88,65.6,""868,9149801"",9.9,3432.6,9.3"
"FRB0,2017,1.88,65.6,""87,59452956"",9.9,3432.6,9.3"
"FRB0,2017,1.88,65.6,""8778,775303"",9.9,3432.6,9.3"
"FRB0,2018,1.87,65.5,""3237,763384"",9.6,5337.8,9.2"
"FRB0,2018,1.87,65.5,""3279,82913"",9.6,5337.8,9.2"
"FRB0,2018,1.87,65.5,""4558,047689"",9.6,5337.8,9.2"
"FRB0,2018,1.87,65.5,""54,11065236"",9.6,5337.8,9.2"
"FRB0,2018,1.87,65.5,""69,23115441"",9.6,5337.8,9.2"
"FRB0,2018,1.87,65.5,""8557,811754"",9.6,5337.8,9.2"
"FRB0,2018,1.87,65.5,""899,0694174"",9.6,5337.8,9.2"
"FRB0,2019,1.87399,65.4,""3101,153776"",9,4935.1,8.2"
"FRB0,2019,1.87399,65.4,""3161,671546"",9,4935.1,8.2"
"FRB0,2019,1.87399,65.4,""4537,565006"",9,4935.1,8.2"
"FRB0,2019,1.87399,65.4,""66,5245567"",9,4935.1,8.2"
"FRB0,2019,1.87399,65.4,""67,13927245"",9,4935.1,8.2"
"FRB0,2019,1.87399,65.4,""839,6151925"",9,4935.1,8.2"
"FRB0,2019,1.87399,65.4,""8528,503712"",9,4935.1,8.2"
"FRC1,2017,1.78,51.6,""12,15536544"",11.3,4039.7,8.9"
"FRC1,2017,1.78,51.6,""1832,573824"",11.3,4039.7,8.9"
"FRC1,2017,1.78,51.6,""2253,526251"",11.3,4039.7,8.9"
"FRC1,2017,1.78,51.6,""3210,929286"",11.3,4039.7,8.9"
"FRC1,2017,1.78,51.6,""526,9273218"",11.3,4039.7,8.9"
"FRC1,2017,1.78,51.6,""5418,414168"",11.3,4039.7,8.9"
"FRC1,2017,1.78,51.6,""58,8734983"",11.3,4039.7,8.9"
"FRC1,2018,1.78,51.5,""1864,881429"",11.1,6124,8.7"
"FRC1,2018,1.78,51.5,""19,42624539"",11.1,6124,8.7"
"FRC1,2018,1.78,51.5,""2093,000984"",11.1,6124,8.7"
"FRC1,2018,1.78,51.5,""3131,867666"",11.1,6124,8.7"
"FRC1,2018,1.78,51.5,""5283,346681"",11.1,6124,8.7"
"FRC1,2018,1.78,51.5,""54,94223901"",11.1,6124,8.7"
"FRC1,2018,1.78,51.5,""544,8162115"",11.1,6124,8.7"
"FRC1,2019,1.74125,51.3,""1766,792572"",10.6,5602.6,7.8"
"FRC1,2019,1.74125,51.3,""20,32057343"",10.6,5602.6,7.8"
"FRC1,2019,1.74125,51.3,""2054,721675"",10.6,5602.6,7.8"
"FRC1,2019,1.74125,51.3,""3105,764085"",10.6,5602.6,7.8"
"FRC1,2019,1.74125,51.3,""507,1757483"",10.6,5602.6,7.8"
"FRC1,2019,1.74125,51.3,""5266,057121"",10.6,5602.6,7.8"
"FRC1,2019,1.74125,51.3,""53,28210956"",10.6,5602.6,7.8"
"FRC2,2017,1.86,72.7,""1100,515195"",11.9,4895,9.1"
"FRC2,2017,1.86,72.7,""1354,799947"",11.9,4895,9.1"
"FRC2,2017,1.86,72.7,""1682,49636"",11.9,4895,9.1"
"FRC2,2017,1.86,72.7,""269,0180733"",11.9,4895,9.1"
"FRC2,2017,1.86,72.7,""29,46205316"",11.9,4895,9.1"
"FRC2,2017,1.86,72.7,""314,0726109"",11.9,4895,9.1"
"FRC2,2017,1.86,72.7,""3201,533963"",11.9,4895,9.1"
"FRC2,2018,1.83,72.7,""1076,148531"",12,6763.9,9.1"
"FRC2,2018,1.83,72.7,""1391,282997"",12,6763.9,9.1"
"FRC2,2018,1.83,72.7,""1570,302551"",12,6763.9,9.1"
"FRC2,2018,1.83,72.7,""171,6909883"",12,6763.9,9.1"
"FRC2,2018,1.83,72.7,""27,49473385"",12,6763.9,9.1"
"FRC2,2018,1.83,72.7,""3119,785826"",12,6763.9,9.1"
"FRC2,2018,1.83,72.7,""327,9784042"",12,6763.9,9.1"
"FRC2,2019,1.79229,72.6,""1060,567021"",11.5,5978.7,8"
"FRC2,2019,1.79229,72.6,""1323,848085"",11.5,5978.7,8"
"FRC2,2019,1.79229,72.6,""1547,961291"",11.5,5978.7,8"
"FRC2,2019,1.79229,72.6,""202,2258181"",11.5,5978.7,8"
"FRC2,2019,1.79229,72.6,""26,6639556"",11.5,5978.7,8"
"FRC2,2019,1.79229,72.6,""304,7057282"",11.5,5978.7,8"
"FRC2,2019,1.79229,72.6,""3107,99914"",11.5,5978.7,8"
"FRD1,2017,1.76,83,""1963,127364"",9.5,2853.5,9"
"FRD1,2017,1.76,83,""2092,164748"",9.5,2853.5,9"
"FRD1,2017,1.76,83,""2793,96112"",9.5,2853.5,9"
"FRD1,2017,1.76,83,""33,11659391"",9.5,2853.5,9"
"FRD1,2017,1.76,83,""4203,088488"",9.5,2853.5,9"
"FRD1,2017,1.76,83,""426,0589144"",9.5,2853.5,9"
"FRD1,2017,1.76,83,""45,9696846"",9.5,2853.5,9"
"FRD1,2018,1.75,82.8,""2000,047735"",9.4,4115.2,9.7"
"FRD1,2018,1.75,82.8,""2042,276964"",9.4,4115.2,9.7"
"FRD1,2018,1.75,82.8,""2739,553088"",9.4,4115.2,9.7"
"FRD1,2018,1.75,82.8,""30,9052438"",9.4,4115.2,9.7"
"FRD1,2018,1.75,82.8,""4098,964332"",9.4,4115.2,9.7"
"FRD1,2018,1.75,82.8,""42,42794017"",9.4,4115.2,9.7"
"FRD1,2018,1.75,82.8,""437,5472609"",9.4,4115.2,9.7"
"FRD1,2019,1.75011,82.6,""1954,834069"",8.8,3601.5,8.7"
"FRD1,2019,1.75011,82.6,""1958,576542"",8.8,3601.5,8.7"
"FRD1,2019,1.75011,82.6,""2697,761984"",8.8,3601.5,8.7"
"FRD1,2019,1.75011,82.6,""29,9714139"",8.8,3601.5,8.7"
"FRD1,2019,1.75011,82.6,""407,483154"",8.8,3601.5,8.7"
"FRD1,2019,1.75011,82.6,""4085,290661"",8.8,3601.5,8.7"
"FRD1,2019,1.75011,82.6,""44,6040009"",8.8,3601.5,8.7"
"FRD2,2017,1.91,151.6,""1762,708419"",13.6,2787.1,10.5"
