"nuts2_code,""year"",""fertility"",""density"",""GWP"",""NO2+Mean(pollutant_av)"",""O3+Mean(pollutant_av)"",""PM2.5+Mean(pollutant_av)"""
"EL52,2018,1.28,101.3,""2707,028115"",22.5,5062.7,28.6"
"EL52,2018,1.28,101.3,""3271,399879"",22.5,5062.7,28.6"
"EL52,2018,1.28,101.3,""46,47753125"",22.5,5062.7,28.6"
"EL52,2018,1.28,101.3,""492,1582832"",22.5,5062.7,28.6"
"EL52,2019,1.27,101.2,""1065,510885"",21.6,4512.8,17.2"
"EL52,2019,1.27,101.2,""1157,115394"",21.6,4512.8,17.2"
"EL52,2019,1.27,101.2,""1281,986227"",21.6,4512.8,17.2"
"EL52,2019,1.27,101.2,""2753,222021"",21.6,4512.8,17.2"
"EL52,2019,1.27,101.2,""3047,837094"",21.6,4512.8,17.2"
"EL52,2019,1.27,101.2,""44,23413762"",21.6,4512.8,17.2"
"EL52,2019,1.27,101.2,""555,9334449"",21.6,4512.8,17.2"
"EL53,2017,1.34,29.2,""16775,88057"",16,5905.6,22.1"
"EL53,2017,1.34,29.2,""1793,26789"",16,5905.6,22.1"
"EL53,2017,1.34,29.2,""195,6077827"",16,5905.6,22.1"
"EL53,2017,1.34,29.2,""21,6562249"",16,5905.6,22.1"
"EL53,2017,1.34,29.2,""243,9164572"",16,5905.6,22.1"
"EL53,2017,1.34,29.2,""471,1528437"",16,5905.6,22.1"
"EL53,2017,1.34,29.2,""864,0396832"",16,5905.6,22.1"
"EL53,2018,1.26,29.1,""16341,42022"",13.9,6067.1,19.5"
"EL53,2018,1.26,29.1,""171,3957774"",13.9,6067.1,19.5"
"EL53,2018,1.26,29.1,""1766,34829"",13.9,6067.1,19.5"
"EL53,2018,1.26,29.1,""21,16423058"",13.9,6067.1,19.5"
"EL53,2018,1.26,29.1,""244,9284699"",13.9,6067.1,19.5"
"EL53,2018,1.26,29.1,""444,048403"",13.9,6067.1,19.5"
"EL53,2018,1.26,29.1,""869,0206945"",13.9,6067.1,19.5"
"EL53,2019,1.26,28.8,""11471,67076"",15.4,7199.7,13.2"
"EL53,2019,1.26,28.8,""1402,14108"",15.4,7199.7,13.2"
"EL53,2019,1.26,28.8,""185,182789"",15.4,7199.7,13.2"
"EL53,2019,1.26,28.8,""20,14266814"",15.4,7199.7,13.2"
"EL53,2019,1.26,28.8,""246,315663"",15.4,7199.7,13.2"
"EL53,2019,1.26,28.8,""446,3820778"",15.4,7199.7,13.2"
"EL53,2019,1.26,28.8,""890,2248291"",15.4,7199.7,13.2"
"EL54,2017,1.26,36.9,""18,96682528"",14,6973.4,16.4"
"EL54,2017,1.26,36.9,""207,6946774"",14,6973.4,16.4"
"EL54,2017,1.26,36.9,""227,1995552"",14,6973.4,16.4"
"EL54,2017,1.26,36.9,""406,2740899"",14,6973.4,16.4"
"EL54,2017,1.26,36.9,""67,13144517"",14,6973.4,16.4"
"EL54,2017,1.26,36.9,""889,1638473"",14,6973.4,16.4"
"EL54,2018,1.22,36.8,""18,53592976"",12,7025.8,12.6"
"EL54,2018,1.22,36.8,""205,9540662"",12,7025.8,12.6"
"EL54,2018,1.22,36.8,""208,4419086"",12,7025.8,12.6"
"EL54,2018,1.22,36.8,""383,4724808"",12,7025.8,12.6"
"EL54,2018,1.22,36.8,""68,78698101"",12,7025.8,12.6"
"EL54,2018,1.22,36.8,""894,1135724"",12,7025.8,12.6"
"EL54,2019,1.24,36.8,""17,64123106"",12.3,7189.7,14.6"
"EL54,2019,1.24,36.8,""196,4403132"",12.3,7189.7,14.6"
"EL54,2019,1.24,36.8,""223,8002262"",12.3,7189.7,14.6"
"EL54,2019,1.24,36.8,""382,952268"",12.3,7189.7,14.6"
"EL54,2019,1.24,36.8,""69,16395591"",12.3,7189.7,14.6"
"EL54,2019,1.24,36.8,""920,0883663"",12.3,7189.7,14.6"
"EL61,2017,1.33,51.7,""1357,708726"",17.9,5249.5,24.3"
"EL61,2017,1.33,51.7,""1902,753098"",17.9,5249.5,24.3"
"EL61,2017,1.33,51.7,""31,25695058"",17.9,5249.5,24.3"
"EL61,2017,1.33,51.7,""370,4697514"",17.9,5249.5,24.3"
"EL61,2017,1.33,51.7,""43,51930287"",17.9,5249.5,24.3"
"EL61,2017,1.33,51.7,""471,2794787"",17.9,5249.5,24.3"
"EL61,2017,1.33,51.7,""758,025037"",17.9,5249.5,24.3"
"EL61,2018,1.32,51.7,""1362,598338"",15.7,6544,14.1"
"EL61,2018,1.32,51.7,""1800,621129"",15.7,6544,14.1"
"EL61,2018,1.32,51.7,""30,54684335"",15.7,6544,14.1"
"EL61,2018,1.32,51.7,""372,0236744"",15.7,6544,14.1"
"EL61,2018,1.32,51.7,""418,3809095"",15.7,6544,14.1"
"EL61,2018,1.32,51.7,""56,98510166"",15.7,6544,14.1"
"EL61,2018,1.32,51.7,""710,6325833"",15.7,6544,14.1"
"EL61,2019,1.28,51.4,""1385,696112"",16.1,6905.1,13.8"
"EL61,2019,1.28,51.4,""1730,089819"",16.1,6905.1,13.8"
"EL61,2019,1.28,51.4,""29,0723977"",16.1,6905.1,13.8"
"EL61,2019,1.28,51.4,""374,1020422"",16.1,6905.1,13.8"
"EL61,2019,1.28,51.4,""451,1478857"",16.1,6905.1,13.8"
"EL61,2019,1.28,51.4,""710,1103931"",16.1,6905.1,13.8"
"EL61,2019,1.28,51.4,""79,72675159"",16.1,6905.1,13.8"
"EL62,2017,1.5,89.2,""113,1735619"",10.1,8002.8,15.8"
"EL62,2017,1.5,89.2,""121,9459862"",10.1,8002.8,15.8"
"EL62,2017,1.5,89.2,""406,0032791"",10.1,8002.8,15.8"
"EL62,2017,1.5,89.2,""41,72686983"",10.1,8002.8,15.8"
"EL62,2017,1.5,89.2,""61,88581839"",10.1,8002.8,15.8"
"EL62,2017,1.5,89.2,""71,94596548"",10.1,8002.8,15.8"
"EL62,2017,1.5,89.2,""8,113243035"",10.1,8002.8,15.8"
"EL62,2018,1.6,89.7,""108,5441725"",6.5,7970.9,12.1"
"EL62,2018,1.6,89.7,""112,155431"",6.5,7970.9,12.1"
"EL62,2018,1.6,89.7,""408,1274505"",6.5,7970.9,12.1"
"EL62,2018,1.6,89.7,""41,98338039"",6.5,7970.9,12.1"
"EL62,2018,1.6,89.7,""67,42593741"",6.5,7970.9,12.1"
"EL62,2018,1.6,89.7,""7,928923308"",6.5,7970.9,12.1"
"EL62,2018,1.6,89.7,""81,03460809"",6.5,7970.9,12.1"
"EL62,2019,1.55,89.4,""104,6717312"",6.3,8328.7,13"
"EL62,2019,1.55,89.4,""113,37395"",6.3,8328.7,13"
"EL62,2019,1.55,89.4,""118,295453"",6.3,8328.7,13"
"EL62,2019,1.55,89.4,""419,4822265"",6.3,8328.7,13"
"EL62,2019,1.55,89.4,""42,2134629"",6.3,8328.7,13"
"EL62,2019,1.55,89.4,""67,4395982"",6.3,8328.7,13"
"EL62,2019,1.55,89.4,""7,546207282"",6.3,8328.7,13"
"EL63,2017,1.32,59.8,""1059,38177"",14.6,6645.7,19.8"
"EL63,2017,1.32,59.8,""150,2726089"",14.6,6645.7,19.8"
"EL63,2017,1.32,59.8,""21,31223803"",14.6,6645.7,19.8"
"EL63,2017,1.32,59.8,""419,5623243"",14.6,6645.7,19.8"
"EL63,2017,1.32,59.8,""750,1221096"",14.6,6645.7,19.8"
"EL63,2017,1.32,59.8,""958,7529628"",14.6,6645.7,19.8"
"EL63,2018,1.29,59.6,""1062,653082"",13,7915.1,12.2"
"EL63,2018,1.29,59.6,""151,1562375"",13,7915.1,12.2"
"EL63,2018,1.29,59.6,""20,82805854"",13,7915.1,12.2"
"EL63,2018,1.29,59.6,""361,3454305"",13,7915.1,12.2"
"EL63,2018,1.29,59.6,""707,1746128"",13,7915.1,12.2"
"EL63,2018,1.29,59.6,""916,4931698"",13,7915.1,12.2"
"EL63,2019,1.32,59.2,""1080,623387"",12.6,7958,13.7"
"EL63,2019,1.32,59.2,""151,9846226"",12.6,7958,13.7"
"EL63,2019,1.32,59.2,""19,82272257"",12.6,7958,13.7"
"EL63,2019,1.32,59.2,""394,9703578"",12.6,7958,13.7"
"EL63,2019,1.32,59.2,""706,3620345"",12.6,7958,13.7"
"EL63,2019,1.32,59.2,""886,2554234"",12.6,7958,13.7"
"EL64,2017,1.24,36,""1008,912974"",13.7,5750,22.9"
"EL64,2017,1.24,36,""1283,432858"",13.7,5750,22.9"
"EL64,2017,1.24,36,""2353,599673"",13.7,5750,22.9"
"EL64,2017,1.24,36,""275,1353037"",13.7,5750,22.9"
"EL64,2017,1.24,36,""31,54357733"",13.7,5750,22.9"
"EL64,2017,1.24,36,""334,2882122"",13.7,5750,22.9"
"EL64,2017,1.24,36,""3765,524781"",13.7,5750,22.9"
"EL64,2018,1.23,36,""1290,001358"",13.5,7986.2,11.6"
"EL64,2018,1.23,36,""2232,958456"",13.5,7986.2,11.6"
"EL64,2018,1.23,36,""276,3743057"",13.5,7986.2,11.6"
"EL64,2018,1.23,36,""295,1143862"",13.5,7986.2,11.6"
"EL64,2018,1.23,36,""30,8269584"",13.5,7986.2,11.6"
"EL64,2018,1.23,36,""3603,775163"",13.5,7986.2,11.6"
"EL64,2018,1.23,36,""932,5862049"",13.5,7986.2,11.6"
"EL64,2019,1.12,36.1,""1315,787305"",11.2,8251.9,11.8"
"EL64,2019,1.12,36.1,""2167,578996"",11.2,8251.9,11.8"
"EL64,2019,1.12,36.1,""277,891269"",11.2,8251.9,11.8"
"EL64,2019,1.12,36.1,""29,33899206"",11.2,8251.9,11.8"
"EL64,2019,1.12,36.1,""321,1824477"",11.2,8251.9,11.8"
"EL64,2019,1.12,36.1,""3834,26529"",11.2,8251.9,11.8"
"EL64,2019,1.12,36.1,""923,7424642"",11.2,8251.9,11.8"
"EL65,2017,1.35,37.3,""1357,912596"",12.6,6642.9,18.5"
"EL65,2017,1.35,37.3,""155,4633482"",12.6,6642.9,18.5"
"EL65,2017,1.35,37.3,""27,05418889"",12.6,6642.9,18.5"
"EL65,2017,1.35,37.3,""338,1562519"",12.6,6642.9,18.5"
"EL65,2017,1.35,37.3,""3486,824898"",12.6,6642.9,18.5"
"EL65,2017,1.35,37.3,""4345,722745"",12.6,6642.9,18.5"
"EL65,2017,1.35,37.3,""737,7125508"",12.6,6642.9,18.5"
"EL65,2018,1.35,37.2,""1365,778341"",11.5,8368.1,11.2"
"EL65,2018,1.35,37.2,""155,6537192"",11.5,8368.1,11.2"
"EL65,2018,1.35,37.2,""26,43956159"",11.5,8368.1,11.2"
"EL65,2018,1.35,37.2,""296,7869363"",11.5,8368.1,11.2"
"EL65,2018,1.35,37.2,""3515,48267"",11.5,8368.1,11.2"
"EL65,2018,1.35,37.2,""4198,289055"",11.5,8368.1,11.2"
"EL65,2018,1.35,37.2,""678,764388"",11.5,8368.1,11.2"
"EL65,2019,1.32,37.1,""1396,220029"",9.2,8805.7,12.1"
"EL65,2019,1.32,37.1,""156,5067519"",9.2,8805.7,12.1"
"EL65,2019,1.32,37.1,""25,16336764"",9.2,8805.7,12.1"
"EL65,2019,1.32,37.1,""3211,687102"",9.2,8805.7,12.1"
"EL65,2019,1.32,37.1,""324,5903471"",9.2,8805.7,12.1"
"EL65,2019,1.32,37.1,""3560,465095"",9.2,8805.7,12.1"
"EL65,2019,1.32,37.1,""670,553667"",9.2,8805.7,12.1"
"ES11,2017,1.11971,92.1,""1112,556956"",13.1,2730.9,9.2"
"ES11,2017,1.11971,92.1,""2172,190353"",13.1,2730.9,9.2"
"ES11,2017,1.11971,92.1,""2250,100718"",13.1,2730.9,9.2"
"ES11,2017,1.11971,92.1,""4361,575104"",13.1,2730.9,9.2"
"ES11,2017,1.11971,92.1,""46,32411708"",13.1,2730.9,9.2"
"ES11,2017,1.11971,92.1,""6483,57865"",13.1,2730.9,9.2"
"ES11,2017,1.11971,92.1,""9238,435757"",13.1,2730.9,9.2"
"ES11,2018,1.04073,92,""1136,455077"",12,3584.2,9.1"
"ES11,2018,1.04073,92,""2179,452601"",12,3584.2,9.1"
"ES11,2018,1.04073,92,""2259,427452"",12,3584.2,9.1"
"ES11,2018,1.04073,92,""4364,965586"",12,3584.2,9.1"
"ES11,2018,1.04073,92,""44,57754125"",12,3584.2,9.1"
"ES11,2018,1.04073,92,""6538,429305"",12,3584.2,9.1"
"ES11,2018,1.04073,92,""7703,656866"",12,3584.2,9.1"
"ES11,2019,1.01814,92,""1106,532389"",11.8,2805.9,8.4"
"ES11,2019,1.01814,92,""2103,308419"",11.8,2805.9,8.4"
"ES11,2019,1.01814,92,""2281,55943"",11.8,2805.9,8.4"
"ES11,2019,1.01814,92,""3808,337065"",11.8,2805.9,8.4"
"ES11,2019,1.01814,92,""41,40119538"",11.8,2805.9,8.4"
"ES11,2019,1.01814,92,""4197,070117"",11.8,2805.9,8.4"
"ES11,2019,1.01814,92,""6599,683334"",11.8,2805.9,8.4"
"ES12,2017,1.0277,97.6,""20,19929493"",17.6,1497.4,12.8"
"ES12,2017,1.0277,97.6,""2146,572776"",17.6,1497.4,12.8"
"ES12,2017,1.0277,97.6,""258,4821606"",17.6,1497.4,12.8"
"ES12,2017,1.0277,97.6,""515,4002993"",17.6,1497.4,12.8"
"ES12,2017,1.0277,97.6,""7261,369956"",17.6,1497.4,12.8"
"ES12,2017,1.0277,97.6,""832,2792096"",17.6,1497.4,12.8"
"ES12,2017,1.0277,97.6,""9647,919318"",17.6,1497.4,12.8"
"ES12,2018,1.02771,97,""19,43771322"",17.2,2697.4,12.8"
"ES12,2018,1.02771,97,""2166,385827"",17.2,2697.4,12.8"
"ES12,2018,1.02771,97,""261,6730129"",17.2,2697.4,12.8"
"ES12,2018,1.02771,97,""505,3927646"",17.2,2697.4,12.8"
"ES12,2018,1.02771,97,""7164,794357"",17.2,2697.4,12.8"
"ES12,2018,1.02771,97,""8077,248621"",17.2,2697.4,12.8"
"ES12,2018,1.02771,97,""847,6148149"",17.2,2697.4,12.8"
"ES12,2019,0.95664,96.6,""18,05269066"",16.2,2880.7,10.8"
"ES12,2019,0.95664,96.6,""2187,570102"",16.2,2880.7,10.8"
"ES12,2019,0.95664,96.6,""253,7993811"",16.2,2880.7,10.8"
"ES12,2019,0.95664,96.6,""3770,34846"",16.2,2880.7,10.8"
"ES12,2019,0.95664,96.6,""511,2772873"",16.2,2880.7,10.8"
"ES12,2019,0.95664,96.6,""6501,105023"",16.2,2880.7,10.8"
"ES12,2019,0.95664,96.6,""809,7195854"",16.2,2880.7,10.8"
"ES13,2017,1.16135,110.4,""11,60220257"",15.6,1753.2,10.4"
"ES13,2017,1.16135,110.4,""1231,808397"",15.6,1753.2,10.4"
"ES13,2017,1.16135,110.4,""1507,887645"",15.6,1753.2,10.4"
"ES13,2017,1.16135,110.4,""285,0392584"",15.6,1753.2,10.4"
"ES13,2017,1.16135,110.4,""412,4564701"",15.6,1753.2,10.4"
"ES13,2017,1.16135,110.4,""476,5387754"",15.6,1753.2,10.4"
"ES13,2017,1.16135,110.4,""570,6923355"",15.6,1753.2,10.4"
"ES13,2018,1.11039,110.4,""11,1647603"",14.1,3215.1,12.3"
"ES13,2018,1.11039,110.4,""1242,963527"",14.1,3215.1,12.3"
"ES13,2018,1.11039,110.4,""1423,108803"",14.1,3215.1,12.3"
"ES13,2018,1.11039,110.4,""293,8463267"",14.1,3215.1,12.3"
"ES13,2018,1.11039,110.4,""403,6686916"",14.1,3215.1,12.3"
"ES13,2018,1.11039,110.4,""488,3824901"",14.1,3215.1,12.3"
"ES13,2018,1.11039,110.4,""524,8663111"",14.1,3215.1,12.3"
"ES13,2019,1.06379,110.5,""10,36922203"",13.2,2960.7,10.2"
"ES13,2019,1.06379,110.5,""1255,073618"",13.2,2960.7,10.2"
"ES13,2019,1.06379,110.5,""1426,506087"",13.2,2960.7,10.2"
"ES13,2019,1.06379,110.5,""283,9261835"",13.2,2960.7,10.2"
"ES13,2019,1.06379,110.5,""408,0776087"",13.2,2960.7,10.2"
"ES13,2019,1.06379,110.5,""462,6919174"",13.2,2960.7,10.2"
"ES13,2019,1.06379,110.5,""467,5117714"",13.2,2960.7,10.2"
"ES21,2017,1.3205,301.7,""1534,242578"",20.2,2534.5,9.5"
"ES21,2017,1.3205,301.7,""17,30289083"",20.2,2534.5,9.5"
"ES21,2017,1.3205,301.7,""1786,364456"",20.2,2534.5,9.5"
"ES21,2017,1.3205,301.7,""2548,490578"",20.2,2534.5,9.5"
"ES21,2017,1.3205,301.7,""351,2256913"",20.2,2534.5,9.5"
"ES21,2017,1.3205,301.7,""9046,688505"",20.2,2534.5,9.5"
"ES21,2017,1.3205,301.7,""990,6582828"",20.2,2534.5,9.5"
"ES21,2018,1.27534,302.4,""1012,764787"",17.3,3286.7,11.4"
"ES21,2018,1.27534,302.4,""1550,497864"",17.3,3286.7,11.4"
"ES21,2018,1.27534,302.4,""16,65051335"",17.3,3286.7,11.4"
"ES21,2018,1.27534,302.4,""1619,206846"",17.3,3286.7,11.4"
"ES21,2018,1.27534,302.4,""2571,693509"",17.3,3286.7,11.4"
"ES21,2018,1.27534,302.4,""352,3745171"",17.3,3286.7,11.4"
"ES21,2018,1.27534,302.4,""8436,518314"",17.3,3286.7,11.4"
"ES21,2019,1.24932,303.7,""1473,650341"",16.6,3259.1,10"
"ES21,2019,1.24932,303.7,""15,46409104"",16.6,3259.1,10"
"ES21,2019,1.24932,303.7,""2218,562481"",16.6,3259.1,10"
"ES21,2019,1.24932,303.7,""2596,769284"",16.6,3259.1,10"
"ES21,2019,1.24932,303.7,""350,2394678"",16.6,3259.1,10"
"ES21,2019,1.24932,303.7,""8509,998337"",16.6,3259.1,10"
"ES21,2019,1.24932,303.7,""984,2590581"",16.6,3259.1,10"
"ES22,2017,1.4463,62.1,""1080,863116"",15.1,3387.2,8.7"
"ES22,2017,1.4463,62.1,""1388,26953"",15.1,3387.2,8.7"
"ES22,2017,1.4463,62.1,""1394,430282"",15.1,3387.2,8.7"
"ES22,2017,1.4463,62.1,""1620,67815"",15.1,3387.2,8.7"
"ES22,2017,1.4463,62.1,""23,89718742"",15.1,3387.2,8.7"
"ES22,2017,1.4463,62.1,""327,0390608"",15.1,3387.2,8.7"
"ES22,2017,1.4463,62.1,""497,9554899"",15.1,3387.2,8.7"
"ES22,2018,1.37788,62.5,""1077,55456"",13.3,3839.8,9.7"
"ES22,2018,1.37788,62.5,""1290,744683"",13.3,3839.8,9.7"
"ES22,2018,1.37788,62.5,""1417,021609"",13.3,3839.8,9.7"
"ES22,2018,1.37788,62.5,""1635,851907"",13.3,3839.8,9.7"
"ES22,2018,1.37788,62.5,""22,99618266"",13.3,3839.8,9.7"
"ES22,2018,1.37788,62.5,""338,0528767"",13.3,3839.8,9.7"
"ES22,2018,1.37788,62.5,""510,6288572"",13.3,3839.8,9.7"
"ES22,2019,1.38361,63.1,""1063,566619"",14,4330.2,8.1"
"ES22,2019,1.38361,63.1,""1413,721339"",14,4330.2,8.1"
"ES22,2019,1.38361,63.1,""1647,610499"",14,4330.2,8.1"
"ES22,2019,1.38361,63.1,""1651,897865"",14,4330.2,8.1"
